source_file,duration_s,sr,active_s,n_cycles,n_validated,n_rejected,valley_med_cm,peak_med_cm,gap_med_cm,hub_x_cm,hub_y_cm,nose_deg,time_lying_s,time_sitting_s,time_standing_s,time_walking_s,distance_walked_m,n_steps_walking,n_walking_bouts,mean_stride_m,n_sts,s1_tilt_med_deg,s1_tilt_p90_deg
DATA_20260324_042005.BIN,1907.31,90.91,0.00,0,0,0,nan,nan,nan,-0.258,0.059,0.00,0.0,0.0,1907.3,0.0,0.0,0,0,0.000,0,0.14,0.15
DATA_20260324_045245.BIN,412.16,90.91,0.00,0,0,0,nan,nan,nan,0.019,-0.092,0.00,0.0,0.0,412.2,0.0,0.0,0,0,0.000,0,0.05,0.07
DATA_20260324_050000.BIN,3254.14,90.91,0.00,0,0,0,nan,nan,nan,-0.014,0.027,0.00,0.0,0.0,3254.1,0.0,0.0,0,0,0.000,0,0.02,0.02
DATA_20260324_055541.BIN,246.30,90.91,155.63,30,30,0,1.601,5.954,4.353,9.828,-2.917,0.00,155.9,65.9,14.8,9.7,20.4,18,2,1.273,2,106.85,118.95
DATA_20260324_060000.BIN,3560.64,90.91,2226.25,151,151,0,5.943,17.241,11.298,14.338,4.355,100.62,2487.5,854.7,196.2,22.2,251.3,35,25,1.263,10,76.47,107.07
DATA_20260324_070000.BIN,3553.51,90.91,3251.51,591,591,0,4.422,19.237,14.815,1.343,-9.572,66.88,2785.9,582.2,68.3,117.1,882.5,205,73,1.272,13,84.26,115.64
DATA_20260324_080000.BIN,3551.02,90.91,2651.84,308,308,0,8.899,28.913,20.014,-32.128,-1.500,-88.34,2226.6,653.3,561.0,110.1,902.8,188,66,1.261,20,71.11,112.91
DATA_20260324_090000.BIN,3548.06,90.91,1051.12,172,172,0,31.224,43.734,12.510,7.517,41.536,-92.27,2227.0,607.1,643.2,70.8,227.8,118,19,1.273,16,66.15,103.16
DATA_20260324_100000.BIN,3548.40,90.91,3402.30,596,596,0,12.865,27.699,14.834,37.481,-2.760,-130.47,2172.6,866.9,178.9,330.0,2069.4,593,137,1.260,39,65.76,107.10
DATA_20260324_110000.BIN,3550.13,90.91,1790.78,446,446,0,3.356,17.274,13.918,-43.813,5.673,-61.95,1688.1,843.8,943.2,75.0,484.1,129,40,1.264,13,47.16,111.77
DATA_20260324_120000.BIN,3547.78,90.91,1402.68,95,95,0,6.297,25.039,18.742,-6.651,-7.473,86.02,1862.4,1435.1,81.8,168.5,856.7,285,53,1.271,22,61.07,105.53
DATA_20260324_130000.BIN,3551.58,90.91,2789.23,147,147,0,6.677,18.836,12.159,-13.364,11.913,30.36,1220.3,1900.5,181.8,249.0,1137.9,442,79,1.264,33,42.11,100.58
DATA_20260324_140000.BIN,3550.99,90.91,2444.93,407,407,0,3.008,13.269,10.261,5.299,4.012,-34.15,2368.0,804.0,226.7,152.4,795.2,274,72,1.262,16,80.58,115.82
DATA_20260324_150000.BIN,2064.29,90.91,1838.12,453,453,0,2.191,10.540,8.349,-11.071,8.627,-18.36,879.9,896.7,83.1,204.7,921.2,385,68,1.269,33,54.31,91.45
DATA_20260324_184047.BIN,1118.18,90.91,0.00,0,0,0,nan,nan,nan,0.256,0.060,0.00,0.0,0.0,1118.2,0.0,0.0,0,0,0.000,0,0.22,0.32
DATA_20260324_190000.BIN,2628.60,90.91,0.00,0,0,0,nan,nan,nan,0.037,0.013,0.00,0.0,0.0,2628.6,0.0,0.0,0,0,0.000,0,0.07,0.09
DATA_20260324_194523.BIN,851.84,90.91,0.00,0,0,0,nan,nan,nan,-0.088,-0.026,0.00,0.0,0.0,851.8,0.0,0.0,0,0,0.000,0,0.06,0.07
DATA_20260324_200000.BIN,977.54,90.91,0.00,0,0,0,nan,nan,nan,0.013,0.005,0.00,0.0,0.0,977.5,0.0,0.0,0,0,0.000,0,0.02,0.03
DATA_20260324_201648.BIN,1865.13,90.91,0.00,0,0,0,nan,nan,nan,-0.079,-0.007,0.00,0.0,0.0,1865.1,0.0,0.0,0,0,0.000,0,0.07,0.09
DATA_20260324_204845.BIN,650.24,90.91,0.00,0,0,0,nan,nan,nan,0.049,0.003,0.00,0.0,0.0,650.2,0.0,0.0,0,0,0.000,0,0.07,0.09
DATA_20260324_210000.BIN,1213.05,90.91,0.00,0,0,0,nan,nan,nan,0.009,0.005,0.00,0.0,0.0,1213.0,0.0,0.0,0,0,0.000,0,0.02,0.03
DATA_20260324_212247.BIN,1867.44,90.91,0.00,0,0,0,nan,nan,nan,-0.186,0.021,0.00,0.0,0.0,1867.4,0.0,0.0,0,0,0.000,0,0.14,0.15
DATA_20260324_220000.BIN,1807.30,90.91,0.00,0,0,0,nan,nan,nan,-0.031,-0.009,0.00,0.0,0.0,1807.3,0.0,0.0,0,0,0.000,0,0.02,0.03
DATA_20260324_223629.BIN,1373.86,90.91,0.00,0,0,0,nan,nan,nan,-0.133,0.092,0.00,0.0,0.0,1373.9,0.0,0.0,0,0,0.000,0,0.10,0.11
DATA_20260324_230000.BIN,502.70,90.91,0.00,0,0,0,nan,nan,nan,0.004,0.018,0.00,0.0,0.0,502.7,0.0,0.0,0,0,0.000,0,0.01,0.02
DATA_20260324_230923.BIN,1829.29,90.91,0.00,0,0,0,nan,nan,nan,0.132,0.017,0.00,0.0,0.0,1829.3,0.0,0.0,0,0,0.000,0,0.13,0.14
DATA_20260324_234048.BIN,1122.29,90.91,0.00,0,0,0,nan,nan,nan,-0.120,0.039,0.00,0.0,0.0,1122.3,0.0,0.0,0,0,0.000,0,0.02,0.03
