source_file,duration_s,sr,active_s,n_cycles,n_validated,n_rejected,valley_med_cm,peak_med_cm,gap_med_cm,hub_x_cm,hub_y_cm,nose_deg,time_lying_s,time_sitting_s,time_standing_s,time_walking_s,distance_walked_m,n_steps_walking,n_walking_bouts,mean_stride_m,n_sts,s1_tilt_med_deg,s1_tilt_p90_deg
DATA_20260318_050000.BIN,2923.37,90.91,0.00,0,0,0,nan,nan,nan,-0.024,-0.088,0.00,0.0,0.0,2923.4,0.0,0.0,0,0,0.000,0,0.11,0.15
DATA_20260318_055036.BIN,553.25,90.91,276.41,42,42,0,1.359,5.352,3.993,-4.515,0.107,0.00,448.2,45.2,45.0,14.8,45.0,24,5,1.287,4,107.35,120.35
DATA_20260318_060000.BIN,3554.68,90.91,757.02,46,46,0,4.468,14.089,9.621,6.158,-1.590,-102.83,1490.5,1691.9,367.8,4.5,42.5,7,5,1.289,2,46.83,103.70
DATA_20260318_070000.BIN,3552.62,90.91,2933.94,631,631,0,2.423,8.837,6.414,5.546,-17.688,-119.19,2216.3,1029.0,139.4,168.0,1120.2,279,94,1.269,25,71.83,133.66
DATA_20260318_080000.BIN,3551.49,90.91,1647.27,252,252,0,2.274,7.550,5.277,-1.926,-0.938,-103.71,1323.5,880.0,1337.6,10.4,184.3,21,18,1.289,13,37.80,107.80
DATA_20260318_090000.BIN,1024.36,90.91,71.39,11,11,0,1.183,7.065,5.882,-1.010,-1.982,-161.32,618.5,0.0,405.9,0.0,0.0,0,0,0.000,0,93.63,100.23
DATA_20260318_092224.BIN,2220.90,90.91,462.90,33,33,0,2.697,8.552,5.855,0.726,-1.431,0.00,1446.9,353.8,420.2,0.0,0.0,0,0,0.000,2,72.56,83.84
DATA_20260318_100000.BIN,3555.12,90.91,801.00,90,90,0,2.465,8.250,5.785,-0.062,5.231,-79.87,705.2,1286.3,1560.2,3.5,28.9,7,4,1.204,21,26.57,83.62
DATA_20260318_110000.BIN,3550.92,90.91,1408.79,150,150,0,1.940,7.568,5.629,-5.839,-2.938,3.36,1654.8,547.5,1314.3,34.4,209.7,57,24,1.263,17,48.22,84.70
DATA_20260318_120000.BIN,3549.12,90.91,1813.77,396,396,0,1.495,5.772,4.277,-9.333,-0.596,30.99,1999.2,1330.4,37.6,182.0,761.2,329,67,1.267,36,66.07,147.43
DATA_20260318_130000.BIN,3551.59,90.91,2373.23,550,550,0,1.439,5.426,3.987,-4.791,4.003,45.56,1826.5,842.4,721.8,160.8,697.6,245,55,1.275,34,56.18,167.06
DATA_20260318_140000.BIN,3552.18,90.91,1148.80,258,258,0,1.230,4.564,3.334,5.342,5.443,-150.12,1252.5,0.0,2299.7,0.0,274.7,0,24,1.260,0,10.99,131.15
DATA_20260318_150000.BIN,2206.07,90.91,840.16,12,12,0,7.061,16.625,9.565,3.292,-5.229,-156.93,860.6,1001.5,340.1,3.9,55.4,8,6,1.288,8,34.49,93.24
DATA_20260318_184836.BIN,224.65,90.91,0.00,0,0,0,nan,nan,nan,-0.074,0.056,0.00,0.0,0.0,224.7,0.0,0.0,0,0,0.000,0,0.13,0.14
DATA_20260318_191533.BIN,130.57,90.91,0.00,0,0,0,nan,nan,nan,0.083,-0.011,0.00,0.0,0.0,130.6,0.0,0.0,0,0,0.000,0,0.08,0.09
DATA_20260318_193926.BIN,1206.29,90.91,0.00,0,0,0,nan,nan,nan,-0.149,0.016,0.00,0.0,0.0,1206.3,0.0,0.0,0,0,0.000,0,0.18,0.20
DATA_20260318_200000.BIN,2638.30,90.91,0.00,0,0,0,nan,nan,nan,0.015,0.059,0.00,0.0,0.0,2638.3,0.0,0.0,0,0,0.000,0,0.05,0.13
DATA_20260318_204926.BIN,617.25,90.91,0.00,0,0,0,nan,nan,nan,-0.131,-0.080,0.00,0.0,0.0,617.3,0.0,0.0,0,0,0.000,0,0.05,0.08
DATA_20260318_210000.BIN,1217.93,90.91,0.00,0,0,0,nan,nan,nan,0.009,0.002,0.00,0.0,0.0,1217.9,0.0,0.0,0,0,0.000,0,0.02,0.03
DATA_20260318_212640.BIN,1876.06,90.91,0.00,0,0,0,nan,nan,nan,-0.050,-0.006,0.00,0.0,0.0,1876.1,0.0,0.0,0,0,0.000,0,0.05,0.07
DATA_20260318_220211.BIN,1909.84,90.91,0.00,0,0,0,nan,nan,nan,-0.205,-0.054,0.00,0.0,0.0,1909.8,0.0,0.0,0,0,0.000,0,0.04,0.09
DATA_20260318_223855.BIN,1232.34,90.91,0.00,0,0,0,nan,nan,nan,-0.065,-0.012,0.00,0.0,0.0,1232.3,0.0,0.0,0,0,0.000,0,0.07,0.08
DATA_20260318_230000.BIN,623.57,90.91,0.00,0,0,0,nan,nan,nan,-0.019,-0.002,0.00,0.0,0.0,623.6,0.0,0.0,0,0,0.000,0,0.01,0.02
DATA_20260318_231210.BIN,1918.24,90.91,0.00,0,0,0,nan,nan,nan,-0.250,0.058,0.00,0.0,0.0,1918.2,0.0,0.0,0,0,0.000,0,0.12,0.13
DATA_20260318_234641.BIN,778.47,90.91,0.00,0,0,0,nan,nan,nan,-0.072,0.026,0.00,0.0,0.0,778.5,0.0,0.0,0,0,0.000,0,0.05,0.07
